NAME,c_income,c_less10k,c_10_14999,c_15_24999,c_25_34999,c_35_49999,c_50_74999,c_75_99999,c_100_149,c_150_199,c_200more,c_income_moe,c_less10k_moe,c_10_14999_moe,c_15_24999_moe,c_25_34999_moe,c_35_49999_moe,c_50_74999_moe,c_75_99999_moe,c_100_149_moe,c_150_199_moe,c_200more_moe,state_fips,county_fips,tract_fips,year,FIPS_11_digit
"Census Tract 1538.08, Sonoma County, California",1528,3.0,4.0,5.0,8.0,11.0,18.0,12.0,15.0,12.0,7.0,93,3.0,2.0,2.0,4.0,3.0,5.0,5.0,4.0,4.0,3.0,06,097,153808,2018,06097153808
"Census Tract 1538.09, Sonoma County, California",1586,4.0,1.0,7.0,9.0,7.0,15.0,10.0,17.0,13.0,13.0,68,4.0,1.0,4.0,4.0,4.0,5.0,5.0,5.0,4.0,4.0,06,097,153809,2018,06097153809
"Census Tract 1542.01, Sonoma County, California",1325,9.0,6.0,5.0,10.0,15.0,12.0,14.0,13.0,7.0,4.0,105,5.0,4.0,3.0,5.0,5.0,5.0,6.0,4.0,5.0,2.0,06,097,154201,2018,06097154201
"Census Tract 1542.02, Sonoma County, California",2207,0.0,3.0,5.0,8.0,10.0,20.0,14.0,20.0,9.0,7.0,206,1.0,2.0,3.0,3.0,3.0,6.0,4.0,5.0,4.0,3.0,06,097,154202,2018,06097154202
"Census Tract 1543.03, Sonoma County, California",780,3.0,0.0,8.0,8.0,12.0,17.0,15.0,10.0,11.0,11.0,97,2.0,4.0,5.0,4.0,6.0,8.0,7.0,5.0,5.0,7.0,06,097,154303,2018,06097154303
"Census Tract 1543.04, Sonoma County, California",1016,1.0,4.0,8.0,10.0,10.0,22.0,12.0,10.0,7.0,10.0,117,1.0,2.0,3.0,4.0,4.0,6.0,5.0,4.0,3.0,5.0,06,097,154304,2018,06097154304
"Census Tract 9901, Sonoma County, California",0,,,,,,,,,,,12,,,,,,,,,,,06,097,990100,2018,06097990100
"Census Tract 5.10, Stanislaus County, California",2632,6.0,3.0,6.0,10.0,13.0,11.0,18.0,22.0,6.0,2.0,108,5.0,4.0,4.0,6.0,6.0,4.0,8.0,6.0,2.0,1.0,06,099,000510,2018,06099000510
"Census Tract 20.05, Stanislaus County, California",1139,5.0,10.0,9.0,6.0,19.0,14.0,17.0,10.0,6.0,1.0,39,4.0,6.0,5.0,3.0,6.0,7.0,7.0,6.0,5.0,1.0,06,099,002005,2018,06099002005
"Census Tract 20.06, Stanislaus County, California",1337,5.0,1.0,0.0,7.0,17.0,20.0,20.0,24.0,2.0,1.0,40,4.0,1.0,2.0,5.0,5.0,6.0,6.0,8.0,2.0,1.0,06,099,002006,2018,06099002006
"Census Tract 24.01, Stanislaus County, California",926,4.0,1.0,7.0,5.0,16.0,26.0,16.0,14.0,4.0,1.0,33,3.0,2.0,4.0,3.0,7.0,8.0,6.0,6.0,4.0,2.0,06,099,002401,2018,06099002401
"Census Tract 24.02, Stanislaus County, California",1437,8.0,6.0,19.0,13.0,21.0,18.0,9.0,3.0,0.0,0.0,92,5.0,4.0,7.0,5.0,7.0,7.0,6.0,3.0,2.0,2.0,06,099,002402,2018,06099002402
"Census Tract 25.03, Stanislaus County, California",1255,5.0,7.0,13.0,19.0,10.0,16.0,15.0,11.0,0.0,0.0,81,4.0,5.0,6.0,7.0,5.0,6.0,6.0,6.0,2.0,2.0,06,099,002503,2018,06099002503
"Census Tract 25.04, Stanislaus County, California",1203,5.0,2.0,6.0,12.0,10.0,12.0,23.0,14.0,8.0,2.0,59,4.0,3.0,4.0,5.0,4.0,4.0,8.0,6.0,5.0,2.0,06,099,002504,2018,06099002504
"Census Tract 36.05, Stanislaus County, California",2903,9.0,7.0,12.0,10.0,12.0,22.0,9.0,11.0,4.0,1.0,143,4.0,4.0,4.0,4.0,5.0,7.0,4.0,3.0,2.0,1.0,06,099,003605,2018,06099003605
"Census Tract 36.06, Stanislaus County, California",3653,1.0,1.0,4.0,5.0,8.0,13.0,21.0,24.0,11.0,7.0,153,1.0,1.0,3.0,4.0,4.0,4.0,5.0,5.0,3.0,3.0,06,099,003606,2018,06099003606
"Census Tract 38.04, Stanislaus County, California",2369,7.0,5.0,10.0,19.0,12.0,18.0,8.0,16.0,0.0,0.0,149,5.0,4.0,5.0,7.0,5.0,7.0,5.0,6.0,0.0,0.0,06,099,003804,2018,06099003804
"Census Tract 38.05, Stanislaus County, California",991,2.0,2.0,5.0,8.0,15.0,28.0,13.0,15.0,3.0,6.0,71,1.0,2.0,3.0,4.0,7.0,7.0,5.0,4.0,2.0,3.0,06,099,003805,2018,06099003805
"Census Tract 210.43, Placer County, California",1182,0.0,0.0,5.0,3.0,4.0,12.0,11.0,36.0,14.0,11.0,26,2.0,2.0,3.0,2.0,2.0,4.0,4.0,8.0,5.0,4.0,06,061,021043,2018,06061021043
"Census Tract 210.44, Placer County, California",1990,2.0,0.0,3.0,0.0,3.0,15.0,13.0,25.0,19.0,15.0,60,2.0,1.0,3.0,1.0,2.0,5.0,4.0,5.0,5.0,4.0,06,061,021044,2018,06061021044
"Census Tract 35, Fresno County, California",2100,6.0,5.0,18.0,12.0,10.0,21.0,17.0,5.0,0.0,1.0,146,4.0,3.0,7.0,7.0,6.0,8.0,6.0,4.0,1.0,1.0,06,019,003500,2018,06019003500
"Census Tract 38.05, Fresno County, California",1989,11.0,9.0,15.0,16.0,12.0,25.0,4.0,3.0,1.0,0.0,173,6.0,4.0,7.0,7.0,6.0,8.0,3.0,2.0,2.0,1.0,06,019,003805,2018,06019003805
"Census Tract 42.10, Fresno County, California",1497,10.0,5.0,7.0,12.0,13.0,19.0,14.0,10.0,4.0,1.0,86,6.0,4.0,5.0,6.0,6.0,7.0,5.0,6.0,2.0,1.0,06,019,004210,2018,06019004210
"Census Tract 43.03, Fresno County, California",1870,3.0,5.0,5.0,4.0,9.0,12.0,11.0,19.0,16.0,11.0,93,2.0,2.0,3.0,3.0,4.0,4.0,4.0,5.0,5.0,4.0,06,019,004303,2018,06019004303
"Census Tract 45.03, Fresno County, California",2121,6.0,6.0,5.0,7.0,6.0,33.0,10.0,16.0,5.0,0.0,73,4.0,4.0,3.0,4.0,3.0,7.0,5.0,6.0,4.0,1.0,06,019,004503,2018,06019004503
"Census Tract 61, Fresno County, California",2170,8.0,9.0,9.0,14.0,12.0,10.0,18.0,11.0,2.0,1.0,134,4.0,5.0,4.0,5.0,5.0,5.0,6.0,5.0,2.0,1.0,06,019,006100,2018,06019006100
"Census Tract 4, Fresno County, California",1256,16.0,5.0,16.0,14.0,11.0,17.0,8.0,10.0,0.0,0.0,98,6.0,3.0,6.0,6.0,5.0,8.0,5.0,6.0,2.0,2.0,06,019,000400,2018,06019000400
"Census Tract 7, Fresno County, California",1148,27.0,7.0,26.0,9.0,4.0,10.0,3.0,7.0,2.0,0.0,96,8.0,5.0,9.0,4.0,3.0,5.0,2.0,4.0,2.0,3.0,06,019,000700,2018,06019000700
"Census Tract 11, Fresno County, California",685,12.0,6.0,14.0,16.0,22.0,18.0,8.0,2.0,0.0,0.0,52,6.0,4.0,5.0,6.0,7.0,6.0,4.0,2.0,5.0,5.0,06,019,001100,2018,06019001100
"Census Tract 12.02, Fresno County, California",1136,11.0,1.0,20.0,12.0,28.0,14.0,3.0,6.0,1.0,0.0,79,6.0,1.0,8.0,7.0,8.0,6.0,3.0,4.0,2.0,3.0,06,019,001202,2018,06019001202
"Census Tract 17, Fresno County, California",1768,6.0,4.0,6.0,16.0,8.0,23.0,12.0,12.0,5.0,4.0,96,2.0,2.0,3.0,4.0,2.0,5.0,4.0,3.0,2.0,2.0,06,019,001700,2018,06019001700
"Census Tract 12.01, Fresno County, California",1344,9.0,4.0,17.0,8.0,20.0,20.0,10.0,1.0,4.0,0.0,130,5.0,3.0,8.0,5.0,8.0,8.0,6.0,1.0,4.0,0.0,06,019,001201,2018,06019001201
"Census Tract 23, Fresno County, California",1271,9.0,15.0,20.0,16.0,11.0,14.0,4.0,8.0,0.0,0.0,53,5.0,7.0,9.0,8.0,5.0,5.0,2.0,4.0,2.0,2.0,06,019,002300,2018,06019002300
"Census Tract 38.03, Fresno County, California",2486,2.0,5.0,6.0,5.0,14.0,19.0,21.0,17.0,4.0,4.0,205,2.0,4.0,4.0,4.0,7.0,5.0,6.0,6.0,3.0,2.0,06,019,003803,2018,06019003803
"Census Tract 41, Fresno County, California",892,10.0,11.0,6.0,11.0,9.0,21.0,12.0,8.0,2.0,5.0,52,7.0,5.0,4.0,6.0,5.0,7.0,4.0,3.0,2.0,3.0,06,019,004100,2018,06019004100
"Census Tract 42.12, Fresno County, California",4470,3.0,5.0,14.0,9.0,23.0,15.0,13.0,7.0,4.0,2.0,270,2.0,3.0,5.0,3.0,7.0,6.0,5.0,4.0,3.0,1.0,06,019,004212,2018,06019004212
"Census Tract 47.04, Fresno County, California",1564,15.0,16.0,24.0,8.0,11.0,14.0,8.0,1.0,0.0,0.0,89,6.0,6.0,8.0,5.0,5.0,6.0,5.0,1.0,2.0,2.0,06,019,004704,2018,06019004704
"Census Tract 24, Fresno County, California",1331,14.0,18.0,20.0,12.0,14.0,10.0,4.0,4.0,0.0,0.0,74,6.0,7.0,7.0,5.0,6.0,5.0,3.0,3.0,2.0,2.0,06,019,002400,2018,06019002400
"Census Tract 26.01, Fresno County, California",1346,8.0,14.0,13.0,17.0,23.0,16.0,3.0,1.0,1.0,0.0,93,6.0,9.0,8.0,7.0,9.0,8.0,4.0,1.0,1.0,2.0,06,019,002601,2018,06019002601
"Census Tract 38.04, Fresno County, California",1675,6.0,2.0,8.0,11.0,9.0,20.0,20.0,18.0,2.0,0.0,70,4.0,1.0,4.0,6.0,4.0,7.0,7.0,6.0,2.0,2.0,06,019,003804,2018,06019003804
"Census Tract 744.06, Orange County, California",775,3.0,1.0,5.0,12.0,20.0,23.0,17.0,8.0,4.0,2.0,40,3.0,2.0,4.0,5.0,7.0,7.0,6.0,4.0,3.0,1.0,06,059,074406,2018,06059074406
"Census Tract 742, Orange County, California",1797,0.0,1.0,5.0,7.0,13.0,15.0,24.0,24.0,4.0,3.0,54,0.0,1.0,3.0,3.0,5.0,4.0,6.0,6.0,3.0,2.0,06,059,074200,2018,06059074200
"Census Tract 744.08, Orange County, California",1621,2.0,2.0,10.0,16.0,17.0,22.0,19.0,4.0,4.0,0.0,67,1.0,2.0,5.0,5.0,7.0,7.0,6.0,2.0,3.0,2.0,06,059,074408,2018,06059074408
"Census Tract 748.05, Orange County, California",993,2.0,2.0,10.0,10.0,22.0,26.0,11.0,6.0,5.0,3.0,39,2.0,2.0,4.0,4.0,5.0,5.0,4.0,3.0,3.0,2.0,06,059,074805,2018,06059074805
"Census Tract 749.01, Orange County, California",1908,5.0,6.0,12.0,16.0,13.0,20.0,11.0,6.0,5.0,1.0,66,3.0,2.0,4.0,6.0,5.0,5.0,4.0,3.0,3.0,1.0,06,059,074901,2018,06059074901
"Census Tract 750.04, Orange County, California",1356,6.0,4.0,16.0,18.0,18.0,23.0,8.0,3.0,0.0,0.0,26,3.0,4.0,7.0,5.0,6.0,7.0,4.0,3.0,2.0,2.0,06,059,075004,2018,06059075004
"Census Tract 755.04, Orange County, California",1492,3.0,1.0,4.0,6.0,7.0,30.0,9.0,19.0,5.0,11.0,66,2.0,2.0,2.0,3.0,4.0,7.0,4.0,5.0,2.0,3.0,06,059,075504,2018,06059075504
"Census Tract 755.06, Orange County, California",1190,2.0,3.0,4.0,2.0,8.0,18.0,18.0,22.0,12.0,8.0,54,2.0,2.0,2.0,2.0,3.0,6.0,5.0,7.0,3.0,3.0,06,059,075506,2018,06059075506
"Census Tract 755.13, Orange County, California",1513,2.0,3.0,1.0,9.0,8.0,32.0,15.0,20.0,2.0,3.0,63,2.0,2.0,1.0,4.0,4.0,8.0,4.0,7.0,1.0,2.0,06,059,075513,2018,06059075513
"Census Tract 999.02, Orange County, California",1261,5.0,2.0,8.0,1.0,11.0,24.0,5.0,14.0,14.0,10.0,61,3.0,2.0,4.0,1.0,6.0,7.0,2.0,6.0,6.0,5.0,06,059,099902,2018,06059099902
"Census Tract 999.03, Orange County, California",1483,4.0,6.0,10.0,3.0,9.0,13.0,9.0,27.0,11.0,5.0,72,3.0,4.0,4.0,2.0,4.0,4.0,4.0,8.0,5.0,2.0,06,059,099903,2018,06059099903
"Census Tract 1100.01, Orange County, California",1532,4.0,1.0,3.0,3.0,4.0,18.0,13.0,21.0,8.0,19.0,52,3.0,1.0,2.0,2.0,3.0,5.0,5.0,5.0,2.0,6.0,06,059,110001,2018,06059110001
"Census Tract 1101.02, Orange County, California",1849,1.0,1.0,3.0,6.0,7.0,11.0,16.0,22.0,14.0,14.0,78,1.0,2.0,2.0,3.0,3.0,4.0,4.0,4.0,3.0,4.0,06,059,110102,2018,06059110102
"Census Tract 1101.09, Orange County, California",1792,4.0,0.0,7.0,3.0,10.0,10.0,25.0,16.0,12.0,9.0,71,3.0,1.0,3.0,1.0,4.0,3.0,6.0,4.0,5.0,3.0,06,059,110109,2018,06059110109
"Census Tract 1101.14, Orange County, California",1478,1.0,2.0,1.0,1.0,5.0,19.0,18.0,22.0,17.0,11.0,56,1.0,1.0,1.0,1.0,3.0,6.0,6.0,5.0,6.0,5.0,06,059,110114,2018,06059110114
"Census Tract 1104.02, Orange County, California",1390,6.0,1.0,10.0,5.0,20.0,13.0,19.0,14.0,5.0,4.0,50,4.0,2.0,4.0,3.0,7.0,5.0,6.0,5.0,3.0,3.0,06,059,110402,2018,06059110402
"Census Tract 1105, Orange County, California",2472,5.0,11.0,13.0,8.0,12.0,29.0,5.0,7.0,2.0,4.0,91,3.0,5.0,5.0,6.0,5.0,8.0,3.0,2.0,3.0,3.0,06,059,110500,2018,06059110500
"Census Tract 423.31, Orange County, California",2190,1.0,2.0,3.0,8.0,11.0,16.0,7.0,18.0,9.0,21.0,96,2.0,4.0,3.0,5.0,4.0,7.0,4.0,6.0,4.0,6.0,06,059,042331,2018,06059042331
"Census Tract 423.33, Orange County, California",1398,0.0,2.0,4.0,5.0,5.0,5.0,5.0,13.0,16.0,41.0,109,2.0,2.0,4.0,3.0,3.0,2.0,2.0,4.0,5.0,6.0,06,059,042333,2018,06059042333
"Census Tract 524.04, Orange County, California",80,0.0,0.0,0.0,0.0,0.0,0.0,85.0,10.0,0.0,5.0,61,33.0,33.0,33.0,33.0,33.0,33.0,16.0,14.0,33.0,9.0,06,059,052404,2018,06059052404
"Census Tract 524.15, Orange County, California",1306,0.0,0.0,4.0,2.0,3.0,13.0,5.0,22.0,15.0,32.0,54,2.0,2.0,3.0,2.0,2.0,5.0,3.0,7.0,5.0,7.0,06,059,052415,2018,06059052415
"Census Tract 524.18, Orange County, California",8417,4.0,3.0,5.0,5.0,7.0,13.0,13.0,20.0,11.0,16.0,240,1.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,06,059,052418,2018,06059052418
"Census Tract 524.19, Orange County, California",1131,0.0,0.0,2.0,2.0,8.0,6.0,8.0,15.0,13.0,40.0,39,1.0,3.0,2.0,3.0,5.0,4.0,4.0,6.0,6.0,7.0,06,059,052419,2018,06059052419
"Census Tract 524.21, Orange County, California",1921,4.0,1.0,2.0,3.0,5.0,13.0,11.0,18.0,18.0,22.0,69,2.0,1.0,1.0,2.0,2.0,4.0,4.0,5.0,4.0,4.0,06,059,052421,2018,06059052421
"Census Tract 524.25, Orange County, California",2595,4.0,1.0,3.0,3.0,14.0,15.0,10.0,20.0,16.0,9.0,174,3.0,1.0,2.0,3.0,5.0,4.0,4.0,5.0,6.0,4.0,06,059,052425,2018,06059052425
"Census Tract 525.06, Orange County, California",805,4.0,1.0,4.0,4.0,3.0,13.0,10.0,19.0,14.0,23.0,36,3.0,1.0,2.0,2.0,2.0,4.0,4.0,6.0,4.0,5.0,06,059,052506,2018,06059052506
"Census Tract 525.24, Orange County, California",2879,1.0,1.0,5.0,5.0,7.0,21.0,15.0,20.0,10.0,10.0,137,1.0,1.0,3.0,3.0,3.0,6.0,4.0,5.0,3.0,3.0,06,059,052524,2018,06059052524
"Census Tract 626.14, Orange County, California",3991,23.0,5.0,10.0,10.0,7.0,9.0,4.0,11.0,5.0,12.0,207,4.0,2.0,3.0,3.0,2.0,3.0,2.0,4.0,2.0,2.0,06,059,062614,2018,06059062614
"Census Tract 626.25, Orange County, California",1993,5.0,4.0,14.0,17.0,13.0,17.0,7.0,10.0,4.0,4.0,76,2.0,2.0,5.0,5.0,3.0,4.0,3.0,3.0,2.0,3.0,06,059,062625,2018,06059062625
"Census Tract 626.35, Orange County, California",1661,0.0,3.0,2.0,3.0,5.0,8.0,12.0,20.0,15.0,29.0,50,0.0,3.0,1.0,2.0,2.0,2.0,4.0,6.0,4.0,6.0,06,059,062635,2018,06059062635
"Census Tract 421.12, Orange County, California",2282,1.0,0.0,7.0,4.0,3.0,5.0,6.0,19.0,17.0,32.0,122,1.0,1.0,5.0,3.0,3.0,3.0,3.0,6.0,7.0,6.0,06,059,042112,2018,06059042112
"Census Tract 422.05, Orange County, California",2551,1.0,1.0,2.0,2.0,4.0,14.0,15.0,21.0,14.0,21.0,142,1.0,1.0,2.0,2.0,2.0,5.0,6.0,6.0,4.0,4.0,06,059,042205,2018,06059042205
"Census Tract 423.07, Orange County, California",2145,3.0,3.0,1.0,4.0,7.0,16.0,8.0,18.0,17.0,19.0,127,2.0,3.0,1.0,2.0,4.0,7.0,5.0,5.0,5.0,7.0,06,059,042307,2018,06059042307
"Census Tract 423.23, Orange County, California",2177,1.0,0.0,5.0,1.0,8.0,16.0,4.0,19.0,11.0,32.0,199,1.0,1.0,3.0,1.0,4.0,6.0,2.0,6.0,5.0,7.0,06,059,042323,2018,06059042323
"Census Tract 423.28, Orange County, California",775,0.0,0.0,2.0,3.0,1.0,5.0,9.0,12.0,11.0,51.0,52,1.0,1.0,1.0,4.0,1.0,3.0,5.0,4.0,5.0,9.0,06,059,042328,2018,06059042328
"Census Tract 423.39, Orange County, California",1497,1.0,4.0,2.0,7.0,5.0,16.0,8.0,27.0,11.0,15.0,121,1.0,5.0,2.0,3.0,3.0,6.0,5.0,7.0,4.0,5.0,06,059,042339,2018,06059042339
"Census Tract 626.33, Orange County, California",1874,3.0,0.0,1.0,1.0,1.0,3.0,9.0,19.0,23.0,36.0,78,2.0,1.0,1.0,0.0,1.0,2.0,3.0,5.0,5.0,6.0,06,059,062633,2018,06059062633
"Census Tract 626.36, Orange County, California",1422,4.0,1.0,2.0,3.0,4.0,20.0,12.0,24.0,14.0,12.0,81,3.0,2.0,2.0,3.0,3.0,7.0,4.0,6.0,5.0,4.0,06,059,062636,2018,06059062636
"Census Tract 3.01, San Bernardino County, California",2458,9.0,10.0,10.0,14.0,24.0,16.0,5.0,6.0,2.0,1.0,94,4.0,5.0,4.0,5.0,8.0,6.0,3.0,3.0,1.0,1.0,06,071,000301,2018,06071000301
"Census Tract 25.02, San Bernardino County, California",1761,2.0,0.0,9.0,4.0,9.0,25.0,21.0,21.0,2.0,2.0,82,2.0,0.0,4.0,3.0,3.0,7.0,6.0,6.0,2.0,1.0,06,071,002502,2018,06071002502
"Census Tract 42.01, San Bernardino County, California",1707,5.0,9.0,16.0,7.0,12.0,22.0,15.0,8.0,0.0,1.0,91,3.0,4.0,7.0,4.0,5.0,7.0,5.0,4.0,1.0,1.0,06,071,004201,2018,06071004201
"Census Tract 62.01, San Bernardino County, California",1042,4.0,6.0,8.0,2.0,21.0,25.0,8.0,13.0,8.0,0.0,70,3.0,6.0,5.0,2.0,8.0,9.0,5.0,7.0,5.0,1.0,06,071,006201,2018,06071006201
"Census Tract 74.07, San Bernardino County, California",836,11.0,12.0,20.0,11.0,16.0,18.0,6.0,2.0,0.0,1.0,45,5.0,5.0,7.0,4.0,6.0,6.0,3.0,1.0,4.0,2.0,06,071,007407,2018,06071007407
"Census Tract 104.15, San Bernardino County, California",2115,9.0,4.0,13.0,7.0,10.0,23.0,16.0,10.0,4.0,0.0,234,5.0,3.0,7.0,4.0,5.0,8.0,6.0,5.0,3.0,1.0,06,071,010415,2018,06071010415
"Census Tract 119, San Bernardino County, California",970,11.0,7.0,3.0,6.0,18.0,25.0,12.0,8.0,2.0,4.0,149,8.0,6.0,2.0,4.0,8.0,8.0,8.0,4.0,2.0,4.0,06,071,011900,2018,06071011900
"Census Tract 73.02, San Bernardino County, California",3512,5.0,4.0,3.0,5.0,7.0,19.0,13.0,18.0,11.0,11.0,193,3.0,2.0,2.0,2.0,3.0,6.0,4.0,4.0,3.0,3.0,06,071,007302,2018,06071007302
"Census Tract 82, San Bernardino County, California",2260,5.0,9.0,6.0,6.0,14.0,11.0,20.0,11.0,6.0,8.0,178,2.0,5.0,4.0,3.0,4.0,4.0,6.0,4.0,3.0,4.0,06,071,008200,2018,06071008200
"Census Tract 97.10, San Bernardino County, California",2103,4.0,8.0,8.0,12.0,25.0,19.0,10.0,7.0,2.0,0.0,131,2.0,4.0,4.0,6.0,8.0,6.0,4.0,4.0,2.0,1.0,06,071,009710,2018,06071009710
"Census Tract 104.12, San Bernardino County, California",3043,7.0,3.0,16.0,7.0,16.0,11.0,14.0,17.0,4.0,2.0,192,4.0,3.0,6.0,3.0,6.0,6.0,5.0,5.0,2.0,2.0,06,071,010412,2018,06071010412
"Census Tract 5120.17, Santa Clara County, California",2157,2.0,6.0,2.0,6.0,9.0,16.0,11.0,19.0,10.0,14.0,106,2.0,4.0,2.0,3.0,5.0,5.0,7.0,6.0,4.0,5.0,06,085,512017,2018,06085512017
"Census Tract 5120.31, Santa Clara County, California",1381,0.0,0.0,2.0,5.0,5.0,7.0,11.0,18.0,19.0,27.0,29,0.0,1.0,2.0,4.0,3.0,3.0,4.0,6.0,5.0,6.0,06,085,512031,2018,06085512031
"Census Tract 5123.09, Santa Clara County, California",1728,1.0,1.0,1.0,0.0,3.0,15.0,13.0,21.0,15.0,26.0,76,1.0,2.0,2.0,0.0,2.0,5.0,4.0,6.0,5.0,5.0,06,085,512309,2018,06085512309
"Census Tract 5006, Santa Clara County, California",2404,1.0,4.0,4.0,9.0,2.0,13.0,10.0,20.0,13.0,19.0,121,1.0,3.0,3.0,6.0,2.0,6.0,4.0,8.0,6.0,6.0,06,085,500600,2018,06085500600
"Census Tract 5009.02, Santa Clara County, California",590,9.0,7.0,9.0,13.0,12.0,14.0,9.0,15.0,3.0,3.0,41,4.0,4.0,5.0,5.0,6.0,6.0,4.0,6.0,4.0,3.0,06,085,500902,2018,06085500902
"Census Tract 5020.01, Santa Clara County, California",2125,3.0,4.0,8.0,7.0,13.0,16.0,11.0,16.0,8.0,8.0,95,2.0,2.0,4.0,3.0,5.0,5.0,4.0,5.0,3.0,3.0,06,085,502001,2018,06085502001
"Census Tract 5021.02, Santa Clara County, California",2584,2.0,5.0,5.0,7.0,13.0,18.0,15.0,13.0,6.0,10.0,114,1.0,3.0,3.0,4.0,5.0,5.0,6.0,5.0,3.0,4.0,06,085,502102,2018,06085502102
"Census Tract 5022.02, Santa Clara County, California",1374,2.0,1.0,5.0,6.0,8.0,15.0,13.0,19.0,7.0,20.0,73,2.0,1.0,4.0,3.0,3.0,6.0,6.0,5.0,3.0,5.0,06,085,502202,2018,06085502202
"Census Tract 5024, Santa Clara County, California",2845,0.0,1.0,4.0,3.0,5.0,15.0,9.0,21.0,11.0,26.0,110,1.0,1.0,2.0,3.0,3.0,6.0,4.0,5.0,4.0,4.0,06,085,502400,2018,06085502400
"Census Tract 5025, Santa Clara County, California",2432,4.0,3.0,5.0,3.0,1.0,5.0,7.0,15.0,18.0,35.0,81,2.0,2.0,2.0,2.0,1.0,3.0,3.0,4.0,6.0,6.0,06,085,502500,2018,06085502500
"Census Tract 5033.05, Santa Clara County, California",1502,0.0,3.0,4.0,10.0,9.0,16.0,10.0,25.0,8.0,9.0,52,1.0,3.0,3.0,5.0,4.0,6.0,6.0,7.0,4.0,3.0,06,085,503305,2018,06085503305
"Census Tract 5033.06, Santa Clara County, California",903,2.0,3.0,8.0,8.0,11.0,14.0,17.0,15.0,7.0,10.0,39,2.0,3.0,4.0,4.0,4.0,5.0,6.0,5.0,3.0,5.0,06,085,503306,2018,06085503306
"Census Tract 5035.04, Santa Clara County, California",1195,5.0,3.0,5.0,1.0,12.0,18.0,14.0,28.0,2.0,9.0,54,5.0,2.0,4.0,2.0,5.0,7.0,6.0,7.0,2.0,4.0,06,085,503504,2018,06085503504
"Census Tract 5043.15, Santa Clara County, California",1952,1.0,0.0,1.0,5.0,4.0,11.0,11.0,25.0,17.0,19.0,59,1.0,0.0,1.0,2.0,2.0,5.0,4.0,6.0,4.0,5.0,06,085,504315,2018,06085504315
"Census Tract 312, Riverside County, California",2021,2.0,3.0,5.0,6.0,11.0,23.0,8.0,25.0,7.0,5.0,131,2.0,3.0,4.0,5.0,5.0,6.0,4.0,7.0,3.0,2.0,06,065,031200,2018,06065031200
"Census Tract 314.01, Riverside County, California",2160,4.0,5.0,11.0,12.0,18.0,26.0,9.0,8.0,3.0,2.0,107,2.0,4.0,5.0,6.0,8.0,9.0,4.0,4.0,2.0,1.0,06,065,031401,2018,06065031401
"Census Tract 40, Stanislaus County, California",1243,5.0,0.0,2.0,9.0,10.0,15.0,14.0,20.0,8.0,11.0,83,3.0,0.0,1.0,5.0,3.0,4.0,5.0,5.0,2.0,4.0,06,099,004000,2018,06099004000
"Census Tract 504.01, Sutter County, California",1620,0.0,0.0,5.0,12.0,15.0,24.0,17.0,16.0,2.0,4.0,98,0.0,1.0,4.0,5.0,7.0,7.0,6.0,6.0,2.0,2.0,06,101,050401,2018,06101050401
"Census Tract 504.02, Sutter County, California",1241,1.0,4.0,5.0,3.0,7.0,18.0,22.0,18.0,10.0,8.0,86,1.0,3.0,3.0,2.0,4.0,6.0,6.0,6.0,5.0,4.0,06,101,050402,2018,06101050402
"Census Tract 504.03, Sutter County, California",999,1.0,2.0,1.0,1.0,15.0,17.0,11.0,27.0,13.0,6.0,63,2.0,4.0,2.0,1.0,7.0,5.0,5.0,8.0,5.0,3.0,06,101,050403,2018,06101050403
"Census Tract 507.01, Sutter County, California",1405,8.0,1.0,18.0,11.0,11.0,15.0,10.0,14.0,6.0,2.0,99,5.0,1.0,7.0,4.0,4.0,5.0,4.0,7.0,4.0,2.0,06,101,050701,2018,06101050701
"Census Tract 507.02, Sutter County, California",1799,4.0,5.0,9.0,13.0,10.0,18.0,15.0,11.0,6.0,5.0,118,3.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,06,101,050702,2018,06101050702
"Census Tract 1.01, Trinity County, California",1115,7.0,10.0,12.0,14.0,12.0,16.0,13.0,7.0,4.0,2.0,110,3.0,5.0,5.0,4.0,4.0,5.0,5.0,3.0,2.0,1.0,06,105,000101,2018,06105000101
"Census Tract 1.02, Trinity County, California",1948,9.0,8.0,13.0,9.0,19.0,16.0,7.0,10.0,3.0,1.0,150,5.0,4.0,5.0,4.0,6.0,6.0,4.0,4.0,2.0,1.0,06,105,000102,2018,06105000102
"Census Tract 43.08, San Joaquin County, California",1259,2.0,4.0,14.0,16.0,16.0,15.0,10.0,14.0,2.0,2.0,46,3.0,5.0,7.0,8.0,6.0,8.0,5.0,5.0,1.0,2.0,06,077,004308,2018,06077004308
"Census Tract 44.03, San Joaquin County, California",1047,4.0,3.0,20.0,12.0,28.0,14.0,10.0,3.0,1.0,0.0,97,3.0,4.0,7.0,7.0,8.0,7.0,4.0,3.0,1.0,1.0,06,077,004403,2018,06077004403
"Census Tract 44.04, San Joaquin County, California",1033,9.0,10.0,17.0,16.0,16.0,13.0,9.0,7.0,0.0,0.0,61,4.0,4.0,5.0,5.0,5.0,4.0,4.0,3.0,0.0,3.0,06,077,004404,2018,06077004404
